country	year	gini_index
QA	2012	0.6063437049251492
QA	2007	0.621169000614
RU	2015	0.545238349162226
RU	2014	0.5469198791207159
RU	2013	0.5604311020696477
RU	2012	0.5484780249800271
RU	2011	0.5664011451212124
RU	2010	0.5616826054158068
RU	2009	0.5878466177850538
RU	2008	0.6101200273233199
RU	2007	0.5976924168581549
RU	2006	0.5951689825124143
RU	2005	0.5833536810551535
RU	2004	0.589630141277238
RU	2003	0.5965154228854691
RU	2002	0.5917241053035811
RU	2001	0.6045600896656238
RU	2000	0.595118930503884
RU	1999	0.5801599755523228
RU	1998	0.5653491943715827
RU	1997	0.594023429494466
RU	1996	0.637127149608983
RU	1995	0.567019414688254
RU	1994	0.5406057177919767
RU	1993	0.4624898604866343
RU	1992	0.4326031536572871
RU	1991	0.3190896114111701
RU	1990	0.30902045006137335
RU	1989	0.2961455066845702
RU	1988	0.28123276699501354
RU	1985	0.2828613405439252
RU	1980	0.27815171503985325
RU	1976	0.2894073897478977
RU	1972	0.2905421326937905
RU	1968	0.27804836590575843
RU	1966	0.3084393089143368
RU	1964	0.33508850948667346
RU	1961	0.354157051460659
RU	1959	0.36447623525217276
RU	1956	0.3647170926264095
RU	1934	0.3194103071493104
RU	1928	0.29607689659534087
RU	1905	0.5488757424606462
SA	2008	0.6090172275299999
SI	2012	0.3317203044900001
SI	2011	0.31319110389000004
SI	2010	0.32155263420000013
SI	2009	0.31547222139
SI	2008	0.30571934878000007
SI	2007	0.30652291473000004
SI	2006	0.32105422913000004
SI	2005	0.3332908749100001
SI	2004	0.34065753971
SI	2003	0.34119963349000004
SI	2002	0.33272178327
SI	2001	0.31788921949000004
SI	2000	0.32866893564
SI	1999	0.33630003187
SI	1998	0.33056395198
SI	1997	0.32487898019000006
SI	1996	0.33986621206
SI	1995	0.32802962366
SI	1994	0.2702410578100001
SI	1993	0.3112205505300001
SI	1992	0.23515246216999985
SY	2004	0.5816754074120001
TH	2016	0.614344420524594
TH	2015	0.588004431552855
TH	2014	0.6054590154194329
TH	2013	0.6045593351556959
TH	2012	0.6227387485694488
TH	2011	0.622371551775488
TH	2010	0.6289384611263469
TH	2009	0.6231284399665121
TH	2008	0.631557875278262
TH	2007	0.637002780102536
TH	2006	0.6432026827542119
TH	2005	0.644568907068666
TH	2004	0.6449526310788278
TH	2003	0.6647261682755841
TH	2002	0.649396364001555
TH	2001	0.67474400406
TR	2016	0.601326484593333
TR	2015	0.591756805349952
TR	2014	0.586472174047813
TR	2013	0.569088776261742
TR	2012	0.578111847416759
TR	2011	0.5801209299572727
TR	2010	0.5770839192741881
TR	2009	0.583147171039478
TR	2008	0.5683952896754669
TR	2007	0.5618082621771421
TR	2006	0.5684265582673789
TR	2005	0.5824411458136982
TR	2004	0.602465614244866
TR	2003	0.613694675117251
TR	2002	0.6209785768110732
TR	1994	0.711002738674
US	2014	0.5974275745550086
US	2013	0.5915901095685407
US	2012	0.5996890841752486
US	2011	0.5903155988792559
US	2010	0.5863055762071039
US	2009	0.573945337574292
US	2008	0.5773794141694353
US	2007	0.5792453216804245
US	2006	0.5827170859135241
US	2005	0.5745751011659697
US	2004	0.5649554148867941
US	2003	0.5565642607964718
US	2002	0.5527585878700296
US	2001	0.5521584873517384
US	2000	0.5609693024179211
US	1999	0.5563617249836006
US	1998	0.5513645508474381
US	1997	0.5498927202340822
US	1996	0.5440792716215215
US	1995	0.5368167305400668
US	1994	0.5285621414252198
US	1993	0.5265656990918799
US	1992	0.5282365201278933
US	1991	0.5144118668205799
US	1990	0.5135392649228416
US	1989	0.5118261897312018
US	1988	0.5129986679647358
US	1987	0.5028439992168388
US	1986	0.49322062993301163
US	1985	0.4914928990389176
US	1984	0.49133673401443656
US	1983	0.4813828559630827
US	1982	0.47187516248540673
US	1981	0.4648427118325743
US	1980	0.45835836982260814
US	1979	0.4594138578040371
US	1978	0.459740200527468
US	1977	0.45928598833175893
US	1976	0.4542960916038198
US	1975	0.4564056351524416
US	1974	0.4485574374651956
US	1973	0.4576160028378209
US	1972	0.45865305955990177
US	1971	0.454554305301046
US	1970	0.445479114493298
US	1969	0.444656612604151
US	1968	0.45793648236589324
US	1967	0.4539060643763202
US	1966	0.47325299767030327
US	1965	0.42348691807046135
US	1964	0.4853401830067331
US	1963	0.4232055902496049
US	1962	0.47181386438709183
US	1961	0.27045842153779986
US	1960	0.26847648438132654
US	1959	0.274377337363075
US	1958	0.2691924393059433
US	1957	0.27056010995367963
US	1956	0.2706275359353758
US	1955	0.2789752824138064
US	1954	0.2719510231301707
US	1953	0.2677856744390008
US	1952	0.27899582421468194
