code,year,cumul_0_25,cumul_25_50,cumul_0_50,cumul_50_75,cumul_50_90,cumul_75_90,cumul_0_90,cumul_90_95,cumul_95_99,cumul_99_100,cumul_90_100
CN-RU,2004,0.06911,0.14409999999999998,0,0.20947000000000002,0,0.2033099999999999,0,0.10804000000000011,0.13832999999999995,0.12763999999999998,0.0
CN-RU,2003,0.06691,0.14176,0,0.20775,0,0.20392999999999994,0,0.10938000000000003,0.1405400000000001,0.1297299999999999,0.0
CN-RU,2002,0.06774,0.14221,0,0.20759999999999995,0,0.20274999999999999,0,0.10781000000000002,0.13885999999999998,0.13302999999999993,0.0
CN-RU,2001,0.06927,0.14421000000000003,0,0.20887999999999998,0,0.20200000000000004,0,0.10698999999999995,0.13751000000000002,0.13114000000000003,0.0
CN-RU,2000,0.07121,0.14690999999999999,0,0.21065,0,0.20133,0,0.10606000000000004,0.13565000000000005,0.12818999999999992,0.0
CN-RU,1999,0.07737000000000001,0.15309999999999996,0,0.21535000000000004,0,0.20246999999999987,0,0.10549000000000003,0.13215,0.11407000000000012,0.0
CN-RU,1998,0.07858,0.15421,0,0.21685,0,0.20287000000000005,0,0.10423999999999994,0.12944,0.11380999999999997,0.0
CN-RU,1997,0.07699,0.15227999999999997,0,0.21589000000000008,0,0.20462999999999992,0,0.10655999999999999,0.13340000000000007,0.11025000000000001,0.0
CN-RU,1996,0.07697999999999999,0.15290000000000004,0,0.21726999999999996,0,0.2045800000000001,0,0.10543999999999998,0.13112999999999997,0.11169999999999991,0.0
CN-RU,1995,0.07717,0.1537,0,0.21821999999999997,0,0.20582000000000006,0,0.10624000000000006,0.1314599999999999,0.1073900000000001,0.0
CN-RU,1994,0.07754,0.15397,0,0.21872000000000003,0,0.20575000000000004,0,0.1058599999999999,0.1308100000000001,0.10735000000000006,0.0
CN-RU,1993,0.07948999999999999,0.15585000000000004,0,0.21947999999999995,0,0.20540000000000008,0,0.10546999999999995,0.12958999999999998,0.10471999999999998,0.0
CN-RU,1992,0.08184,0.15809,0,0.22049000000000002,0,0.20497999999999994,0,0.10491000000000011,0.12798999999999983,0.10170000000000007,0.0
CN-RU,1991,0.08454,0.16056,0,0.22188999999999995,0,0.20449000000000003,0,0.10406000000000007,0.12588999999999984,0.09857000000000002,0.0
CN-RU,1990,0.08891,0.16449999999999998,0,0.22407000000000005,0,0.2037099999999999,0,0.10276000000000007,0.12257999999999991,0.09347,0.0
CN-RU,1989,0.09015,0.16562,0,0.22457,0,0.20321000000000006,0,0.10211999999999999,0.1215099999999999,0.09282000000000007,0.0
CN-RU,1988,0.09164,0.16694000000000003,0,0.22518999999999995,0,0.2026,0,0.10132000000000002,0.1202399999999999,0.09207000000000004,0.0
CN-RU,1987,0.09347000000000001,0.16853999999999997,0,0.2259500000000001,0,0.20185999999999987,0,0.10032000000000002,0.11863000000000001,0.09122999999999992,0.0
CN-RU,1986,0.09577000000000001,0.17056,0,0.22690999999999995,0,0.20090000000000002,0,0.09903,0.11660000000000004,0.09023000000000003,0.0
CN-RU,1985,0.0988,0.17315000000000003,0,0.22819999999999996,0,0.19962000000000002,0,0.09731999999999996,0.11388999999999994,0.0890200000000001,0.0
CN-RU,1984,0.09983,0.17414,0,0.22884000000000013,0,0.19973999999999995,0,0.09720999999999999,0.11327999999999994,0.08696000000000007,0.0
CN-RU,1983,0.10107000000000001,0.17531000000000002,0,0.22964,0,0.19989999999999997,0,0.09708000000000011,0.11254999999999993,0.08444999999999991,0.0
CN-RU,1982,0.10260999999999999,0.17675000000000002,0,0.23065000000000008,0,0.20013999999999987,0,0.09691999999999995,0.11162000000000005,0.08131,0.0
CN-RU,1981,0.10459,0.17859999999999998,0,0.23198999999999997,0,0.2004700000000001,0,0.09671000000000007,0.11043999999999987,0.07720000000000005,0.0
CN-RU,1980,0.10728,0.18110000000000004,0,0.23384999999999995,0,0.20096999999999993,0,0.09643999999999997,0.10882000000000014,0.07153999999999994,0.0
CN-RU,1979,0.10759,0.18141999999999997,0,0.2339500000000001,0,0.20091999999999993,0,0.09640999999999994,0.10865000000000014,0.0710599999999999,0.0
CN-RU,1978,0.10790999999999999,0.18172,0,0.23407000000000006,0,0.20088,0,0.09636,0.10848999999999998,0.07057000000000002,0.0
CN-UR,2015,0.07359,0.14945999999999998,0,0.21153000000000005,0,0.1964999999999999,0,0.10195000000000015,0.13437999999999994,0.13259000000000004,0.0
CN-UR,2014,0.07365,0.14961999999999998,0,0.21187,0,0.19694999999999996,0,0.10237000000000007,0.13557999999999992,0.12996000000000008,0.0
CN-UR,2013,0.07053999999999999,0.14639000000000002,0,0.21028000000000002,0,0.1986000000000001,0,0.10439999999999983,0.13895000000000013,0.13083999999999985,0.0
CN-UR,2012,0.07857,0.14952000000000001,0,0.20867,0,0.19451,0,0.10194,0.13665000000000005,0.13013999999999992,0.0
CN-UR,2011,0.0743,0.14390999999999998,0,0.20404,0,0.19403000000000004,0,0.10358,0.14105,0.13908999999999994,0.0
CN-UR,2010,0.07336000000000001,0.145,0,0.20717999999999995,0,0.1960600000000001,0,0.10083999999999996,0.13333000000000006,0.14422999999999997,0.0
CN-UR,2009,0.07522999999999999,0.14648,0,0.2083000000000001,0,0.19520999999999988,0,0.09844999999999998,0.12941000000000003,0.14691999999999988,0.0
CN-UR,2008,0.0739,0.14479,0,0.20742999999999998,0,0.19632000000000008,0,0.09977,0.13165000000000004,0.14613999999999994,0.0
CN-UR,2007,0.07545,0.14598,0,0.20765999999999996,0,0.19530999999999998,0,0.09930000000000005,0.13052000000000008,0.1457799999999999,0.0
CN-UR,2006,0.07566,0.14663,0,0.20903999999999998,0,0.19732000000000008,0,0.10008999999999976,0.1300800000000002,0.14117999999999986,0.0
CN-UR,2005,0.07504,0.14775000000000002,0,0.21122000000000005,0,0.19960999999999987,0,0.10141000000000008,0.13080999999999987,0.13416000000000006,0.0
CN-UR,2004,0.07758999999999999,0.15062,0,0.21233,0,0.19795,0,0.10003000000000004,0.12795,0.13352999999999993,0.0
CN-UR,2003,0.08052999999999999,0.15500000000000003,0,0.21650000000000003,0,0.19931999999999994,0,0.09938999999999998,0.12478000000000011,0.12447999999999992,0.0
CN-UR,2002,0.08252000000000001,0.15899999999999997,0,0.22076,0,0.20084999999999997,0,0.09890000000000004,0.12205999999999984,0.11591000000000012,0.0
CN-UR,2001,0.10046000000000001,0.17363,0,0.2291499999999999,0,0.19813000000000003,0,0.09351999999999999,0.11050000000000004,0.09461000000000008,0.0
CN-UR,2000,0.10402,0.17758000000000002,0,0.23225,0,0.19828,0,0.09245999999999982,0.10731000000000024,0.08809999999999985,0.0
CN-UR,1999,0.10776,0.17968000000000003,0,0.23234999999999997,0,0.19609000000000007,0,0.09112,0.10585999999999995,0.08713999999999997,0.0
CN-UR,1998,0.11020999999999999,0.18084,0,0.23262,0,0.19526000000000004,0,0.09033999999999986,0.10470000000000013,0.08602999999999994,0.0
CN-UR,1997,0.11281,0.18282,0,0.23393000000000005,0,0.19494000000000003,0,0.0895199999999999,0.10277999999999998,0.08320000000000008,0.0
CN-UR,1996,0.11719,0.18399,0,0.23395,0,0.19379000000000002,0,0.08836,0.10107,0.08165,0.0
CN-UR,1995,0.11875999999999999,0.1869,0,0.23608,0,0.19359000000000004,0,0.08754999999999996,0.09871999999999992,0.07840000000000003,0.0
CN-UR,1994,0.11819,0.18561,0,0.23543999999999993,0,0.19383000000000006,0,0.08778000000000002,0.09936999999999996,0.07977999999999996,0.0
CN-UR,1993,0.12177,0.18728,0,0.23561000000000004,0,0.1931199999999999,0,0.08711999999999998,0.09789000000000003,0.07721,0.0
CN-UR,1992,0.12832000000000002,0.19197999999999996,0,0.23710000000000006,0,0.19048,0,0.0849400000000001,0.09445999999999977,0.07272000000000015,0.0
CN-UR,1991,0.13622,0.19737,0,0.23879,0,0.18705000000000005,0,0.08214999999999989,0.09039000000000019,0.06802999999999981,0.0
CN-UR,1990,0.13252,0.19627999999999998,0,0.23963000000000004,0,0.18925999999999996,0,0.08328000000000016,0.09122999999999992,0.06779999999999997,0.0
CN-UR,1989,0.13183,0.19567999999999997,0,0.23857000000000006,0,0.18852000000000002,0,0.08343999999999996,0.0920899999999999,0.0698700000000001,0.0
CN-UR,1988,0.13422,0.19721,0,0.23963,0,0.18857000000000002,0,0.08285999999999993,0.09060000000000001,0.06691000000000003,0.0
CN-UR,1987,0.13829,0.19942000000000001,0,0.2397599999999999,0,0.18686999999999995,0,0.08186000000000007,0.0889700000000001,0.06482999999999994,0.0
CN-UR,1986,0.13228,0.19640000000000002,0,0.23950999999999995,0,0.18974999999999992,0,0.08384000000000014,0.09119999999999995,0.06702000000000008,0.0
CN-UR,1985,0.12458,0.19238999999999998,0,0.23914999999999995,0,0.19345000000000004,0,0.08640000000000012,0.09407999999999994,0.06994999999999998,0.0
CN-UR,1984,0.13565,0.19908000000000003,0,0.2406399999999999,0,0.19060000000000005,0,0.0851599999999999,0.09051000000000009,0.05835999999999997,0.0
CN-UR,1983,0.1403,0.20254000000000003,0,0.2432,0,0.19107000000000005,0,0.08416999999999988,0.08668000000000009,0.052039999999999975,0.0
CN-UR,1982,0.14261,0.2028,0,0.2427,0,0.19045000000000004,0,0.08371000000000003,0.08618999999999999,0.05153999999999992,0.0
CN-UR,1981,0.1417,0.20340999999999998,0,0.24294,0,0.1904900000000001,0,0.08430999999999989,0.08658999999999994,0.05056000000000016,0.0
CN-UR,1980,0.14223,0.20385,0,0.24309,0,0.1903900000000001,0,0.08420000000000002,0.08628999999999987,0.04995000000000005,0.0
CN-UR,1979,0.14275,0.20431,0,0.24325000000000002,0,0.1902700000000001,0,0.08409,0.08600000000000008,0.049329999999999874,0.0
CN-UR,1978,0.14329,0.20476000000000003,0,0.24340999999999993,0,0.19015999999999997,0,0.08398000000000008,0.0857,0.048699999999999966,0.0
CN,2015,0.0372,0.11114,0,0.20825,0,0.22913999999999995,0,0.11925000000000008,0.15577999999999997,0.13924000000000003,0.0
CN,2014,0.03726,0.11131999999999999,0,0.20861000000000002,0,0.2295700000000001,0,0.11966999999999994,0.15695999999999993,0.13661000000000012,0.0
CN,2013,0.03684,0.10815999999999999,0,0.20398000000000005,0,0.22981999999999997,0,0.12179999999999996,0.16126000000000007,0.13813999999999993,0.0
CN,2012,0.036430000000000004,0.11361,0,0.21054,0,0.22475000000000006,0,0.11875999999999998,0.1584100000000001,0.13749999999999996,0.0
CN,2011,0.03581,0.10963,0,0.20354,0,0.22222999999999998,0,0.12005999999999994,0.16284000000000015,0.14588999999999985,0.0
CN,2010,0.03478,0.10794000000000001,0,0.20498999999999998,0,0.22622,0,0.11853,0.15630999999999998,0.15122999999999995,0.0
CN,2009,0.03777,0.10935,0,0.20486,0,0.22460999999999998,0,0.11591000000000001,0.15337000000000023,0.15412999999999982,0.0
CN,2008,0.038810000000000004,0.10924999999999999,0,0.20315999999999998,0,0.22484000000000007,0,0.11672000000000002,0.15541999999999992,0.15180000000000002,0.0
CN,2007,0.03913,0.10933999999999999,0,0.20291000000000003,0,0.22468999999999995,0,0.11679000000000006,0.15446999999999989,0.15267000000000008,0.0
CN,2006,0.04021,0.10993,0,0.20252999999999996,0,0.22668000000000013,0,0.11826,0.15471999999999989,0.14767000000000005,0.0
CN,2005,0.0404,0.1099,0,0.20246999999999998,0,0.22864999999999996,0,0.12012,0.15648000000000023,0.14197999999999977,0.0
CN,2004,0.043930000000000004,0.11406000000000002,0,0.20450999999999994,0,0.22854,0,0.11853999999999995,0.15223000000000012,0.1381899999999999,0.0
CN,2003,0.043410000000000004,0.11437,0,0.20720000000000002,0,0.23287000000000005,0,0.12010999999999991,0.15072,0.13132000000000008,0.0
CN,2002,0.04508,0.11701999999999999,0,0.20996999999999996,0,0.23411000000000007,0,0.11951999999999993,0.14881000000000003,0.12548999999999996,0.0
CN,2001,0.04803,0.12675999999999998,0,0.22369,0,0.23828999999999995,0,0.11658000000000002,0.13797000000000015,0.10867999999999994,0.0
CN,2000,0.05041,0.13027,0,0.22543999999999997,0,0.23823000000000005,0,0.11653999999999998,0.13538000000000017,0.10372999999999988,0.0
CN,1999,0.05559,0.13706,0,0.22808000000000003,0,0.2346099999999999,0,0.11399999999999996,0.13139,0.09927000000000011,0.0
CN,1998,0.05873,0.1409,0,0.22954,0,0.23176000000000005,0,0.11176,0.12890000000000001,0.09840999999999997,0.0
CN,1997,0.058320000000000004,0.1407,0,0.23126999999999998,0,0.23396,0,0.11196999999999996,0.12826000000000004,0.09552000000000005,0.0
CN,1996,0.05926,0.1399,0,0.23029000000000002,0,0.23508000000000004,0,0.11263000000000004,0.12732999999999994,0.09550999999999996,0.0
CN,1995,0.05765,0.13557999999999998,0,0.22962000000000005,0,0.24163000000000007,0,0.1147599999999998,0.12787000000000015,0.09288999999999992,0.0
CN,1994,0.057,0.13262000000000002,0,0.22736999999999996,0,0.24328999999999995,0,0.11600999999999989,0.12933000000000017,0.09437999999999991,0.0
CN,1993,0.058839999999999996,0.13476,0,0.2283,0,0.24268000000000006,0,0.11541999999999997,0.12805,0.09195000000000003,0.0
CN,1992,0.06251,0.14056999999999997,0,0.23280999999999996,0,0.2407300000000001,0,0.11234,0.12352999999999992,0.08751000000000009,0.0
CN,1991,0.06652999999999999,0.14611000000000002,0,0.23718,0,0.23907,0,0.10930000000000001,0.11863000000000001,0.08318000000000009,0.0
CN,1990,0.07229,0.15347999999999998,0,0.2381900000000001,0,0.23195000000000002,0,0.1066,0.11652999999999991,0.08096000000000006,0.0
CN,1989,0.07219,0.15170999999999998,0,0.23649,0,0.23294,0,0.10738000000000006,0.11722999999999995,0.08206,0.0
CN,1988,0.07506,0.15558,0,0.23819,0,0.23018999999999995,0,0.10559999999999997,0.11535999999999991,0.0800200000000002,0.0
CN,1987,0.07675,0.15641,0,0.23887999999999998,0,0.23061000000000004,0,0.10481000000000001,0.11382999999999988,0.07871000000000006,0.0
CN,1986,0.0799,0.15869,0,0.23685999999999996,0,0.22588000000000008,0,0.10402,0.11498999999999993,0.07966000000000006,0.0
CN,1985,0.08777,0.16629,0,0.23498999999999998,0,0.21578999999999993,0,0.10141000000000006,0.11370999999999998,0.08004000000000006,0.0
CN,1984,0.08907000000000001,0.16854999999999995,0,0.23826000000000006,0,0.21743999999999994,0,0.10065000000000004,0.11148000000000002,0.07454999999999998,0.0
CN,1983,0.09035,0.17020000000000002,0,0.23968000000000006,0,0.21788999999999986,0,0.10061000000000009,0.11014000000000002,0.07112999999999992,0.0
CN,1982,0.08997999999999999,0.16816000000000003,0,0.23998999999999998,0,0.2209500000000001,0,0.10099999999999981,0.11052000000000017,0.06939999999999996,0.0
CN,1981,0.09262000000000001,0.17132,0,0.24062999999999993,0,0.21867999999999996,0,0.10021000000000016,0.10943999999999987,0.06710000000000002,0.0
CN,1980,0.09454,0.17275999999999997,0,0.2415600000000001,0,0.21871999999999997,0,0.09977000000000008,0.10846,0.06418999999999997,0.0
CN,1979,0.09529,0.17342000000000002,0,0.24151,0,0.21821000000000002,0,0.09965999999999997,0.10821000000000003,0.06369999999999998,0.0
CN,1978,0.09587999999999999,0.17372,0,0.24115000000000006,0,0.21778,0,0.09970999999999994,0.10828000000000004,0.06348000000000001,0.0
CZ,2015,0.11456,0.16898000000000002,0,0.23436999999999997,0,0.19462000000000002,0,0.08715000000000006,0.10834999999999984,0.09197000000000011,0.0
CZ,2014,0.11607999999999999,0.16767,0,0.23313000000000003,0,0.1956300000000001,0,0.0865699999999999,0.10999000000000003,0.09092999999999998,0.0
CZ,2013,0.12343,0.17264000000000002,0,0.23059999999999997,0,0.19039999999999996,0,0.08423000000000003,0.10747999999999991,0.09122000000000008,0.0
CZ,2012,0.1143,0.16795,0,0.23134,0,0.19377000000000005,0,0.08490000000000003,0.10571999999999981,0.10202000000000022,0.0
CZ,2011,0.1158,0.17063,0,0.23554999999999998,0,0.19411,0,0.08524999999999999,0.10424999999999995,0.0944100000000001,0.0
CZ,2010,0.11554,0.16982,0,0.23545000000000002,0,0.19577000000000003,0,0.08594999999999994,0.10316999999999998,0.09430000000000008,0.0
CZ,2009,0.11799000000000001,0.17161,0,0.2332,0,0.19081999999999996,0,0.08412999999999995,0.10079000000000005,0.10145999999999997,0.0
CZ,2008,0.11498,0.16896000000000003,0,0.23223000000000002,0,0.18918000000000004,0,0.08286000000000002,0.09841999999999984,0.11337000000000011,0.0
CZ,2007,0.11656,0.17258,0,0.23824000000000006,0,0.19475999999999993,0,0.08528999999999992,0.10159000000000007,0.09098000000000006,0.0
CZ,2006,0.11692999999999999,0.17043000000000003,0,0.23625999999999997,0,0.19484999999999997,0,0.08768999999999999,0.10716999999999999,0.08667000000000002,0.0
CZ,2005,0.11829,0.17134,0,0.23813,0,0.19460999999999995,0,0.08419000000000015,0.09921000000000002,0.09422999999999981,0.0
CZ,2004,0.11578,0.17113,0,0.23880999999999997,0,0.19601000000000002,0,0.08643,0.10271000000000008,0.08912999999999993,0.0
CZ,2003,0.12289000000000001,0.17386999999999997,0,0.23772999999999994,0,0.19461,0,0.08540000000000003,0.10101000000000004,0.08448999999999995,0.0
CZ,2002,0.12989,0.17622,0,0.23592999999999997,0,0.1926299999999999,0,0.08411000000000007,0.09929999999999994,0.08191999999999999,0.0
CZ,2001,0.12896,0.17634999999999998,0,0.23660000000000006,0,0.19274,0,0.08414000000000002,0.09933999999999987,0.08187000000000008,0.0
CZ,2000,0.128,0.1765,0,0.23726999999999998,0,0.19286000000000003,0,0.08416999999999997,0.09937000000000007,0.08182999999999996,0.0
CZ,1999,0.12702,0.17664,0,0.23797000000000004,0,0.1929799999999999,0,0.08420000000000008,0.09941,0.08177999999999994,0.0
CZ,1998,0.12600999999999998,0.17678000000000002,0,0.2386900000000001,0,0.19311999999999993,0,0.08421999999999999,0.09945000000000004,0.08172999999999994,0.0
CZ,1997,0.12497,0.17693,0,0.23942999999999995,0,0.19325,0,0.08426000000000003,0.09948000000000001,0.08167999999999995,0.0
CZ,1996,0.1239,0.17709000000000003,0,0.24018999999999996,0,0.19338,0,0.08429000000000003,0.09952000000000005,0.08162999999999987,0.0
CZ,1995,0.12642,0.18022999999999997,0,0.24300000000000002,0,0.19313,0,0.08311000000000004,0.09665999999999997,0.07744999999999999,0.0
CZ,1994,0.1289,0.18331,0,0.24575,0,0.19289000000000003,0,0.08194999999999994,0.09384999999999999,0.07335000000000003,0.0
CZ,1993,0.13133,0.18634,0,0.24844,0,0.19266,0,0.08080999999999988,0.09110000000000018,0.06932000000000005,0.0
CZ,1992,0.13371,0.18930999999999998,0,0.2511,0,0.19243,0,0.07967999999999997,0.08840000000000003,0.06537000000000004,0.0
CZ,1988,0.15492,0.20726,0,0.2575,0,0.19567000000000007,0,0.07867000000000002,0.07607999999999993,0.029900000000000038,0.0
CZ,1985,0.15287,0.21051999999999998,0,0.26004000000000005,0,0.1970999999999999,0,0.07917999999999997,0.07491000000000003,0.025379999999999958,0.0
CZ,1980,0.1499,0.20759999999999998,0,0.26078,0,0.19921999999999995,0,0.08021,0.07647999999999999,0.02581,0.0
CZ,1976,0.14712,0.20859999999999998,0,0.2636799999999999,0,0.20037000000000016,0,0.08007999999999993,0.07524999999999993,0.024900000000000033,0.0
CZ,1973,0.14424,0.20985,0,0.2651,0,0.19965,0,0.07972000000000001,0.0756,0.025839999999999974,0.0
CZ,1970,0.13704000000000002,0.20740999999999996,0,0.2652699999999999,0,0.20072,0,0.0809200000000001,0.07931999999999984,0.029320000000000124,0.0
DE,2016,0.0707,0.14290000000000003,0,0.2247,0,0.2118,0,0.10419999999999996,0.13440000000000007,0.11129999999999995,0.0
DE,2015,0.0693,0.1421,0,0.22409999999999997,0,0.21330000000000005,0,0.10509999999999997,0.1351,0.11099999999999999,0.0
DE,2014,0.0689,0.1432,0,0.2259,0,0.21420000000000006,0,0.10540000000000005,0.1341,0.10829999999999995,0.0
DE,2013,0.0703,0.1415,0,0.22189999999999996,0,0.21170000000000003,0,0.10440000000000002,0.1341,0.11609999999999998,0.0
DE,2012,0.0729,0.1436,0,0.2238,0,0.2081,0,0.1023,0.13159999999999994,0.11770000000000014,0.0
DE,2011,0.0706,0.1442,0,0.22410000000000002,0,0.2112,0,0.10209999999999997,0.12970000000000004,0.11809999999999993,0.0
DE,2010,0.0719,0.14389999999999997,0,0.22360000000000002,0,0.2102,0,0.10170000000000007,0.13060000000000005,0.11809999999999987,0.0
DE,2009,0.0755,0.1427,0,0.2217,0,0.20869999999999994,0,0.10289999999999994,0.13150000000000017,0.11699999999999999,0.0
DE,2008,0.0735,0.14140000000000003,0,0.21649999999999997,0,0.20350000000000001,0,0.1011999999999999,0.133,0.13090000000000007,0.0
DE,2007,0.0737,0.1447,0,0.21800000000000003,0,0.2025,0,0.1001999999999999,0.13060000000000005,0.13030000000000014,0.0
DE,2006,0.0748,0.14959999999999998,0,0.2256,0,0.2051000000000001,0,0.0986,0.12559999999999993,0.12070000000000006,0.0
DE,2005,0.0749,0.1499,0,0.227,0,0.20710000000000003,0,0.09880000000000003,0.12469999999999992,0.11760000000000001,0.0
DE,2004,0.0833,0.1557,0,0.2314,0,0.20799999999999996,0,0.09710000000000002,0.12020000000000008,0.10429999999999978,0.0
DE,2003,0.0844,0.1587,0,0.23689999999999994,0,0.21050000000000002,0,0.0981999999999999,0.11740000000000017,0.09389999999999993,0.0
DE,2002,0.0842,0.157,0,0.23279999999999998,0,0.20909999999999998,0,0.09840000000000002,0.11909999999999998,0.09939999999999996,0.0
DE,2001,0.087,0.1584,0,0.23220000000000005,0,0.20619999999999997,0,0.09720000000000004,0.11909999999999998,0.09990000000000002,0.0
DE,2000,0.0867,0.1589,0,0.2321,0,0.20659999999999998,0,0.09670000000000004,0.11780000000000002,0.10119999999999993,0.0
DE,1999,0.0897,0.1594,0,0.2314,0,0.20490000000000003,0,0.09619999999999995,0.11660000000000004,0.10180000000000006,0.0
DE,1998,0.092,0.1595,0,0.22979999999999998,0,0.20250000000000004,0,0.0955,0.11570000000000003,0.10500000000000001,0.0
DE,1997,0.0921,0.1617,0,0.2339,0,0.20340000000000008,0,0.09410000000000002,0.11439999999999984,0.10040000000000004,0.0
DE,1996,0.093,0.1645,0,0.23730000000000004,0,0.20340000000000005,0,0.09299999999999994,0.11270000000000002,0.09609999999999999,0.0
DE,1995,0.0951,0.16759999999999997,0,0.24100000000000005,0,0.20360000000000006,0,0.09160000000000001,0.11119999999999997,0.08989999999999998,0.0
