country	year	average
US	2011	64269.2004489
US	2010	63042.7862358
US	2009	61245.8360557
US	2008	63818.8963159
US	2007	65104.480227
US	2006	65750.7553345
US	2005	64057.8179511
US	2004	62585.943655
US	2003	60725.4950875
US	2002	59797.0380695
US	2001	59815.0110899
US	2000	60048.2325065
US	1999	58154.4368214
US	1998	56371.4027731
US	1997	54175.8818913
US	1996	52156.8969135
US	1995	50433.665838
US	1994	49353.3068099
US	1993	47763.7335091
US	1992	47302.9619014
US	1991	46248.0584348
US	1990	47075.8390506
US	1989	46971.0615551
US	1988	46300.3228281
US	1987	44389.7057503
US	1986	42979.1191265
US	1985	42569.5552858
US	1984	41699.4998409
US	1983	38965.2181675
US	1982	38165.4174705
US	1981	39452.5554006
US	1980	39162.4495556
US	1979	40382.0494146
US	1978	40255.7069836
US	1977	38913.5758982
US	1976	37794.7484564
US	1975	36475.6304223
US	1974	37807.4270371
US	1973	39019.8164838
US	1972	37447.5685422
US	1971	36120.2817597
US	1970	35936.7832548
US	1969	36811.7976855
US	1968	36318.9537212
US	1967	35265.9495751
US	1966	34765.4168903
US	1965	33193.2807937
US	1964	31533.8254954
US	1963	30262.5945266
US	1962	29247.8657595
US	1961	27825.4006809
US	1960	27430.4140676
US	1959	26897.0533713
US	1958	25349.5702358
US	1957	26033.3649372
US	1956	26009.7963136
US	1955	25600.2831
US	1954	23905.8926006
US	1953	24387.3634162
US	1952	23643.7936672
US	1951	23055.6704238
US	1950	21598.732265
US	1949	19845.3576953
US	1948	20545.1819519
US	1947	19666.1196485
US	1946	20386.9340662
US	1945	23239.4974621
US	1944	24116.8264767
US	1943	23356.7503441
US	1942	20228.4768519
US	1941	17142.6645639
US	1940	14473.1196878
US	1939	13362.3341584
US	1938	12498.4539234
US	1937	13500.5032293
US	1936	12736.9482716
US	1935	11536.236498
US	1934	10481.1757544
US	1933	9374.25124674
US	1932	9683.77518142
US	1931	11479.5978097
US	1930	12885.4843744
US	1929	14308.4090518
US	1928	13636.1337588
US	1927	13490.2546134
US	1926	13742.7166065
US	1925	13129.6838839
US	1924	12897.5694381
US	1923	13064.266696
US	1922	11609.7996902
US	1921	10696.1377585
US	1920	11861.1493768
US	1919	12124.8016958
US	1918	12795.9865088
US	1917	12094.6716246
US	1916	12287.9785199
US	1915	10776.6721116
US	1914	10566.629636
US	1913	11695.1608718
ZA	2012	119600.34
ZA	2011	120499.59
ZA	2010	117641.95
ZA	2009	113840.38
ZA	2008	115500.48
ZA	2007	114292.07
ZA	2006	111909.92
ZA	2005	107516.38
ZA	2004	103848.94
ZA	2003	99598.523
ZA	2002	99176.102
ZA	2001	98240.828
ZA	2000	98357.367
ZA	1999	97035.703
ZA	1998	98607.633
ZA	1997	101662.78
ZA	1996	101788.8
ZA	1995	98762.289
ZA	1994	99590.734
ZA	1993	99008.148
ZA	1992	99743.461
ZA	1991	104658.54
ZA	1990	107791.58
ZA	1989	111347.38
ZA	1988	112667.84
ZA	1987	110559.41
ZA	1986	108999.9
ZA	1985	112895.91
ZA	1984	118133.42
ZA	1983	113543.65
ZA	1982	119151.11
ZA	1981	126499.94
ZA	1980	128763.97
ZA	1979	118955.1
ZA	1978	116115.29
ZA	1977	115639.49
ZA	1976	118397.5
ZA	1975	123324.45
ZA	1974	129719.52
ZA	1973	122974.12
ZA	1972	114804.02
ZA	1971	114178.12
ZA	1970	111997.63
ZA	1969	110893.12
ZA	1968	107897.75
ZA	1967	105135.16
ZA	1966	99557.633
ZA	1965	97581.727
ZA	1964	95484.734
ZA	1963	90474.195
ZA	1962	86643.297
ZA	1961	83508.383
ZA	1960	82504.453
ZA	1959	82040.766
ZA	1958	79188.82
ZA	1957	79574.844
ZA	1956	78094.609
ZA	1955	74873.219
ZA	1954	72297.813
ZA	1953	69272.656
ZA	1952	68010.063
ZA	1951	68199.383
ZA	1950	67928.695
ZA	1949	68049.344
ZA	1948	67723.664
ZA	1947	64612.254
ZA	1946	65832.375
ZM	1970	27639.404
ZM	1969	27121.588
ZM	1968	28144.359
ZM	1967	28650.719
ZM	1966	27168.867
ZM	1965	29850.865
ZM	1964	26114.529
ZM	1963	23828.488
ZM	1962	23805.082
ZM	1961	25292.004
ZM	1960	25710.037
ZM	1959	24574.824
ZM	1958	20655.686
ZM	1957	22002.295
ZM	1956	21678.736
ZM	1955	19756.631
ZM	1954	20959.381
ZM	1953	20229.596
ZM	1952	19529.598
ZM	1951	18832.748
ZM	1950	18109.18
ZW	1984	1633.4219
ZW	1983	1736.4603
ZW	1982	1791.1628
ZW	1981	1839.653
ZW	1980	1698.2653
ZW	1979	1568.9656
ZW	1978	1556.4678
ZW	1977	1630.7749
ZW	1976	1790.0145
ZW	1975	1850.3999
ZW	1974	1891.1427
ZW	1973	1906.0275
ZW	1972	1915.7665
ZW	1971	1823.6664
ZW	1970	1728.9063
ZW	1969	1440.5765
ZW	1968	1311.6039
ZW	1967	1320.3431
ZW	1966	1241.6949
ZW	1965	1249.9694
ZW	1964	1220.3569
ZW	1963	1268.6184
ZW	1962	1222.3806
ZW	1961	1239.191
ZW	1960	1197.0797
ZW	1959	1174.7289
ZW	1958	1145.1803
ZW	1957	1165.2927
ZW	1956	1117.1638
ZW	1955	993.79443
ZW	1954	948.4964
ZW	1953	925.99072
ZW	1952	871.68964
ZW	1951	850.09644
ZW	1950	819.29901
